paper,target_canonical,target_raw,type,self,executed,polarity,transitive,confidence,section,evidence,ref,doi_or_url
heterogeneous_defect_prediction,Win/tie/loss comparison (Demsar),"Win/Tie/Loss evaluation (Kocaguneli, Menzies et al.)",statmethod,True,True,supports,False,high,5.5,"we also use the Win/Tie/Loss evaluation, which is used for performance comparison between different experimental settings in many studies [74], [75], [76].","[74] E. Kocaguneli, T. Menzies, J. Keung, D. Cok, R. Madachy, Active learning and effort estimation..., IEEE TSE 39(8), 2013",
heterogeneous_defect_prediction,Win/tie/loss comparison (Demsar),Win/Tie/Loss evaluation (Li et al.),statmethod,False,True,supports,False,medium,5.5,"we also use the Win/Tie/Loss evaluation, which is used for performance comparison between different experimental settings in many studies [74], [75], [76].","[75] M. Li, H. Zhang, R. Wu, Z.-H. Zhou, Sample-based software defect prediction with active and semi-supervised learning, ASE 19(2), 2012",
heterogeneous_defect_prediction,Win/tie/loss comparison (Demsar),Win/Tie/Loss evaluation (Valentini & Dietterich),statmethod,False,True,supports,False,medium,5.5,"we also use the Win/Tie/Loss evaluation, which is used for performance comparison between different experimental settings in many studies [74], [75], [76].","[76] G. Valentini and T. G. Dietterich, Low bias bagged support vector machines, ICML 2003, pp. 752-759",
heterogeneous_defect_prediction,Train/test split protocol,Repeat randomized experiments guideline (Arcuri & Briand),methodology,False,True,supports,False,high,5.4,"We repeat these two rounds 500 times, i.e. 1000 tests, since there is a randomness in selecting instances for each split [68].","[68] A. Arcuri and L. Briand, A practical guide for using statistical tests to assess randomized algorithms in software engineering, ICSE 2011",
heterogeneous_defect_prediction,Feature subset selection (Hall & Holmes; Kohavi & John),Top-15% feature selection rule (Gao et al.),methodology,False,True,supports,False,high,4.1,"When applying feature selection approaches, we select top 15% of metrics as suggested by Gao et al. [50].","[50] Gao, Khoshgoftaar, Wang, Seliya, Choosing software metrics for defect prediction: An investigation on feature selection techniques, SPE 2011",http://dx.doi.org/10.1002/spe.1043
heterogeneous_defect_prediction,Feature subset selection (Hall & Holmes; Kohavi & John),"Feature selection for defect prediction (Shivaji, Whitehead, Akella, Kim)",methodology,True,True,supports,False,medium,4.1,"we used various feature selection approaches widely used in defect prediction such as gain ratio, chi-square, relief-F, and significance attribute evaluation [50], [51].","[51] S. Shivaji, E. J. Whitehead, R. Akella, S. Kim, Reducing features to improve code change-based bug prediction, IEEE TSE 39(4), 2013",
heterogeneous_defect_prediction,Maximum weighted bipartite matching,Maximum weighted bipartite matching,methodology,False,True,supports,False,high,4.2,"we used the maximum weighted bipartite matching [57] technique to select a group of matched metrics, whose sum of matching scores is highest, without duplicated metrics.","[57] J. Matousek and B. Gaertner, Understanding and Using Linear Programming (Universitext), Springer, 2006",
heterogeneous_defect_prediction,AUC as evaluation measure,"AUC as defect-prediction measure (Rahman, Posnett, Devanbu)",methodology,False,True,supports,False,high,5.5,"AUC is unaffected by class imbalance as well as being independent from the cutoff probability ... [13], [69], [70], [71] ... the AUC of 0.5 means the performance of a random predictor [13].","[13] F. Rahman, D. Posnett, P. Devanbu, Recalling the imprecision of cross-project defect prediction, FSE 2012",
heterogeneous_defect_prediction,AUC as evaluation measure,AUC as benchmark measure (Lessmann et al.),methodology,False,True,supports,False,medium,5.5,The AUC is known as a useful measure for comparing different models and is widely used because AUC is unaffected by class imbalance,"[70] S. Lessmann, B. Baesens, C. Mues, S. Pietsch, Benchmarking classification models for software defect prediction, IEEE TSE 34(4), 2008",
heterogeneous_defect_prediction,Cutoff-dependence problem in defect prediction comparisons (Mende),Cutoff-dependence problem in defect prediction comparisons (Mende),sanitycheck,False,False,supports,False,medium,5.5,Mende confirmed that it is difficult to compare the defect prediction performance reported in the defect prediction literature since prediction results come from the different cutoffs,"[72] T. Mende, Replication of defect prediction studies: Problems, pitfalls and recommendations, PROMISE 2010",
heterogeneous_defect_prediction,TCA+ (Nam et al.),"50:50 random split protocol (TCA+, Nam et al.)",methodology,True,True,supports,False,high,5.4,"We use 50:50 random splits, which are widely used in the evaluation of defect prediction models [8], [66], [67].","[8] J. Nam, S. J. Pan, S. Kim, Transfer defect learning, ICSE 2013, pp. 382-391",
heterogeneous_defect_prediction,Train/test split protocol,50:50 random split protocol (Pinzger et al.),methodology,False,True,supports,False,medium,5.4,"We use 50:50 random splits, which are widely used in the evaluation of defect prediction models [8], [66], [67].","[67] M. Pinzger, N. Nagappan, B. Murphy, Can developer-module networks predict failures? FSE 2008, pp. 2-12",
heterogeneous_defect_prediction,AEEEM defect data (D Ambros et al.),AEEEM defect datasets (D'Ambros et al.),dataset,False,True,supports,False,high,"5.1, Table 1",AEEEM was used to benchmark different defect prediction models [1] ... Each AEEEM dataset consists of 61 metrics,"[1] M. D'Ambros, M. Lanza, R. Robbes, Evaluating defect prediction approaches: a benchmark and an extensive comparison, ESE 17(4-5), 2012",
heterogeneous_defect_prediction,ReLink defect data (Wu et al.),"ReLink defect datasets (Wu, Zhang, Kim, Cheung)",dataset,True,True,supports,False,high,"5.1, Table 1",Datasets in ReLink were used by Wu et al. [59] to improve the defect prediction performance by increasing the quality of the defect data and have 26 code complexity metrics,"[59] R. Wu, H. Zhang, S. Kim, S. Cheung, Relink: Recovering links between bugs and changes, FSE 2011",
heterogeneous_defect_prediction,MORPH defect data (Peters & Menzies),MORPH defect datasets (Peters & Menzies),dataset,True,True,supports,False,high,"5.1, Table 1",The MORPH group contains defect datasets of several open source projects used in the study about the dataset privacy issue for defect prediction [60].,"[60] F. Peters and T. Menzies, Privacy and utility for defect prediction: experiments with morph, ICSE 2012, pp. 189-199",
heterogeneous_defect_prediction,PROMISE repository (NASA defect data),NASA defect datasets via PROMISE repository,dataset,True,True,supports,True,high,"5.1, Table 1","We used five NASA datasets, which share the same metric set in the PROMISE repository [15], [61].","[15] T. Menzies, B. Caglayan, Z. He, E. Kocaguneli, J. Krall, F. Peters, B. Turhan, The promise repository of empirical SE data, 2012",http://promisedata.googlecode.com
heterogeneous_defect_prediction,"PROMISE / SEACRAFT repository (NASA, SOFTLAB, Jureczko)",Cleaned NASA datasets DS0 (Shepperd et al.),dataset,False,True,supports,False,high,5.1,We used cleaned NASA datasets (DS0 version) [61].,"[61] M. Shepperd, Q. Song, Z. Sun, C. Mair, Data quality: Some comments on the nasa software defect datasets, IEEE TSE 39(9), 2013",
heterogeneous_defect_prediction,"PROMISE / SEACRAFT repository (NASA, SOFTLAB, Jureczko)",SOFTLAB (Turkish company) datasets via PROMISE,dataset,True,True,supports,True,high,"5.1, Table 1","For the SOFTLAB group, we used all SOFTLAB datasets in the PROMISE repository [15].","[14] Turhan, Menzies, Bener, Di Stefano, On the relative value of cross-company and within-company data for defect prediction, ESE, 2009",
heterogeneous_defect_prediction,Weka,Weka (Logistic Regression and other learners),software,False,True,supports,False,high,5.4,We use Logistic Regression implemented in Weka with default options [65].,"[65] M. Hall, E. Frank, G. Holmes, B. Pfahringer, P. Reutemann, I. H. Witten, The weka data mining software: an update, SIGKDD Explor. 11, 2009",
heterogeneous_defect_prediction,Kolmogorov-Smirnov test,"Apache commons math (KolmogorovSmirnovTest, SpearmansCorrelation)",software,False,True,supports,False,high,"4.2.2, 4.2.3",We used the KolmogorovSmirnovTest implemented in the Apache commons math library.,no reference entry; named in text as 'the Apache commons math library',
heterogeneous_defect_prediction,Understand static analysis tool (SciTools),Understand static analysis tool (SciTools),software,False,False,neutral,True,low,5.1,have 26 code complexity metrics extracted by the Understand tool [62].,"[62] Understand 2.0, http://www.scitools.com/products/",http://www.scitools.com/products/
heterogeneous_defect_prediction,Logistic regression,Events-per-variable = 10 rule for logistic regression (Peduzzi et al.),numericfact,False,True,supports,False,high,7.2,Peduzzi et al. [84] report 10 events per variable (EPV) are enough to maximize the predictive performance of Logistic Regression ... we picked 2 x 10 = 20 randomly selected defective data,"[84] Peduzzi, Concato, Kemper, Holford, Feinstein, A simulation study of the number of events per variable in logistic regression, J Clin Epidemiol...",
heterogeneous_defect_prediction,Events-per-variable rule (Peduzzi),EPV analysis re-run on defect data (Peduzzi et al.),replication,False,True,supports,False,high,8.3,"For our defect datasets, in Figure 7, we repeated the analysis of [84] and found that ... there was little improvement after 100 examples with EPV = 10","[84] Peduzzi, Concato, Kemper, Holford, Feinstein, A simulation study of the number of events per variable in logistic regression, J Clin Epidemiol...",
heterogeneous_defect_prediction,Probability of missing a signal after n trials (Voas & Miller),Probability of missing a signal after n trials (Voas & Miller),theory,False,True,supports,False,high,8.1.3,"According to Voas and Miller [89], if we see something at probability e, then we will miss it at probability 1 - e. After n attempts, the probability of missing it is (1 - e)^n","[89] J. M. Voas and K. W. Miller, Software testability: The new verification, IEEE Software, no. 3, pp. 17-28, 1995",
heterogeneous_defect_prediction,Discretization policy in SE data mining (Menzies; Lustgarten et al.),Discretization policy in SE data mining (Menzies; Lustgarten et al.),methodology,True,True,supports,False,medium,8.1.3,it is common in data mining for SE [87] to divide dimensions accroding to some descritization policy [88]. Discretization converts a numeric variable with infinite range into a smaller number of b bins.,"[87] Menzies, Data Mining, in Recommendation Systems in SE, 2014; [88] Lustgarten et al., Improving classification performance with discretization...",
heterogeneous_defect_prediction,Median-chop / two-bin defect predictors (Zhang et al. universal model; Nam & Kim CLAMI),Median-chop / two-bin defect predictors (Zhang et al. universal model; Nam & Kim CLAMI),numericfact,True,False,supports,False,high,8.1.2,"Recent results [45], [85] show that, for defect data, good predictors can be built via a median chop of numeric project data; they are divided into b = 2 bins","[85] Nam and Kim, Clami: Defect prediction on unlabeled datasets, ASE 2015; [45] Zhang et al., Towards building a universal defect prediction model...",http://doi.acm.org/10.1145/2597073.2597078
heterogeneous_defect_prediction,Menzies 2007 defect-prediction protocol,"Few dimensions needed for defect data (Menzies, Greenwald, Frank 2007)",numericfact,True,False,supports,False,high,"8.1.2, 8.1.4","When applied to defect data [2], we found that those datasets may only need d in {2, 3} dimensions. ... good predictors can be built using d <= 7 of those dimensions [2]","[2] T. Menzies, J. Greenwald, A. Frank, Data mining static code attributes to learn defect predictors, IEEE TSE 33, pp. 2-13, 2007",
heterogeneous_defect_prediction,Correlated attributes in defect data (Shepperd & Ince),Correlated attributes in defect data (Shepperd & Ince),numericfact,False,False,supports,False,medium,8.1.2,"Other results [86] show that defect prediction data containing dozens of attributes, many of which are correlated attributes.","[86] M. Shepperd and D. C. Ince, A Critique of Three Metrics, J. Systems and Software 26(3), pp. 197-210, 1994",
heterogeneous_defect_prediction,Feature subset selection (Hall & Holmes; Kohavi & John),Feature subset selection benchmark (Hall & Holmes),sanitycheck,False,False,supports,False,medium,"4.1, 8.1.2","According to benchmark studies about various feature selection approaches, a single best feature selection approach for all prediction models does not exist [52], [53], [54].","[53] M. Hall and G. Holmes, Benchmarking attribute selection techniques for discrete class data mining, IEEE TKDE 15(6), 2003",
heterogeneous_defect_prediction,Cross-project defect prediction baselines (Zimmermann; Turhan),Common-metric CPDP f-measure 0.35 vs WPDP 0.39 (Turhan et al.),numericfact,True,False,supports,False,high,1,the CPDP approach proposed by Turhan et al. did not outperform WPDP in terms of the average f-measure (0.35 vs. 0.39) [14].,"[14] Turhan, Menzies, Bener, Di Stefano, On the relative value of cross-company and within-company data for defect prediction, ESE, 2009",
heterogeneous_defect_prediction,"PROMISE / SEACRAFT repository (NASA, SOFTLAB, Jureczko)",Only 18% of PROMISE defect datasets share a metric set,numericfact,True,False,supports,False,medium,3.1,at most 18% of defect datasets in the PROMISE repository have the same metric set [15].,"[15] T. Menzies, B. Caglayan, Z. He, E. Kocaguneli, J. Krall, F. Peters, B. Turhan, The promise repository of empirical SE data, 2012",http://promisedata.googlecode.com
heterogeneous_defect_prediction,Static bug finders vs statistical models (Rahman et al.),Static bug finders vs statistical prediction: no significant difference (Rahman et al. ICSE'14),numericfact,False,False,supports,False,medium,2.2,They found no significant differences in the cost-effectiveness of these approaches.,"[36] F. Rahman, S. Khatri, E. Barr, P. Devanbu, Comparing static bug finders and statistical prediction, ICSE 2014, pp. 424-434",http://doi.acm.org/10.1145/2568225.2568269
heterogeneous_defect_prediction,Menzies 2007 defect-prediction protocol,"Defect predictors find 70% or more of defects (Menzies, Greenwald, Frank)",numericfact,True,False,supports,False,medium,2.2,Defect predictors often find the location of 70% (or more) of the defects in code [31].,"[31] T. Menzies, J. Greenwald, A. Frank, Data mining static code attributes to learn defect predictors, IEEE TSE 33(1), 2007",http://menzies.us/pdf/06learnPredict.pdf
heterogeneous_defect_prediction,Manual reviews find about 60% of defects (IEEE Metrics 2002 panel),Manual reviews find about 60% of defects (IEEE Metrics 2002 panel),numericfact,False,False,supports,False,medium,2.2,a panel at IEEE Metrics 2002 [34] concluded that manual software reviews can find about 60% of defects.,"[34] F. Shull, V. Basili, B. Boehm, et al., What we have learned about fighting defects, 8th Int. Software Metrics Symposium, 2002, pp. 249-258",
heterogeneous_defect_prediction,Inspection defect detection 50% (Fagan) to 21% (Raffo),Inspection defect detection 50% (Fagan) to 21% (Raffo),numericfact,False,False,supports,False,low,2.2,Raffo documents the typical defect detection capability of industrial review methods: around 50% for full Fagan inspections [35] to 21% for less-structured inspections.,"[35] M. Fagan, Design and code inspections to reduce errors in program development, IBM Systems Journal 15(3), 1976",
heterogeneous_defect_prediction,"Review rate 8-20 LOC/minute (Menzies, Raffo et al.)","Review rate 8-20 LOC/minute (Menzies, Raffo et al.)",numericfact,True,False,supports,False,medium,2.2,"depending on the review methods, 8 to 20 LOC/minute can be inspected and this effort repeats for all members of the review team, which can be as large as four or six people [28].","[28] T. Menzies, D. Raffo, S. Setamanit, Y. Hu, S. Tootoonian, Model-based tests of truisms, ASE 2002",http://menzies.us/pdf/02truisms.pdf
heterogeneous_defect_prediction,Jureczko Apache CK-metric defect data,CK metrics / RFC definition (Chidamber & Kemerer),methodology,False,False,supports,False,medium,6.3,the matched metrics in ant-1.3=>ar5 are the response for class (RFC: number of methods invoked by a class) [80] and the number of unique operands (unique operands) [4],"[80] S. R. Chidamber and C. F. Kemerer, A metrics suite for object oriented design, IEEE TSE 20, pp. 476-493, 1994",
heterogeneous_defect_prediction,Halstead metrics (unique operands),Halstead metrics (unique operands),methodology,False,False,supports,False,low,"5.1, 6.3",The metrics used in both NASA and SOFTLAB groups are Halstead and McCabe's cyclomatic metrics,"[4] M. H. Halstead, Elements of Software Science, Elsevier, 1977",
heterogeneous_defect_prediction,Significance level 0.05 convention (Corder & Foreman),Significance level 0.05 convention (Corder & Foreman),sanitycheck,False,False,supports,False,medium,6,we chose a cutoff of 0.05 which is a commonly accepted significance level in the statistical test [78].,"[78] G. W. Corder and D. I. Foreman, Nonparametric Statistics for Non-Statisticians: A Step-by-Step Approach, Wiley, 2009",
heterogeneous_defect_prediction,Dataset shift in SE prediction (Turhan),Dataset shift in SE prediction (Turhan),sanitycheck,False,False,supports,False,medium,6.3,HDP also addresses several issues related to a dataset shift such as the covariate shift and domain shift discussed by Turhan [81].,"[81] B. Turhan, On the dataset shift problem in software engineering prediction models, ESE 17(1-2), pp. 62-74, 2012",http://dx.doi.org/10.1007/s10664-011-9182-8
heterogeneous_defect_prediction,"Two-phase recommendation model (Kim, Tao, Kim, Zeller)","Two-phase recommendation model (Kim, Tao, Kim, Zeller)",sanitycheck,True,False,supports,False,medium,6.2,"our HDP approach follows a similar concept to the two-phase prediction model [79]: (1) checking prediction feasibility between source and target datasets, and (2) predicting defects.","[79] D. Kim, Y. Tao, S. Kim, A. Zeller, Where should we fix this bug? a two-phase recommendation model, IEEE TSE 39(11), 2013",
heterogeneous_defect_prediction,Logistic regression,"Logistic regression logit linearity explanation (Bruin, UCLA)",sanitycheck,False,False,supports,False,low,6.6,The Logistic Regression models works well when there is a linear relationship between a predictor variable (a metric) and the logit transformation of the outcome variable [83].,"[83] J. Bruin. (2011, Feb.) newtest: command to compute new test, http://www.ats.ucla.edu/stat/stata/ado/analysis/",http://www.ats.ucla.edu/stat/stata/ado/analysis/
heterogeneous_defect_prediction,"Learners used in defect prediction literature (Ghotra, McIntosh, Hassan)","Learners used in defect prediction literature (Ghotra, McIntosh, Hassan)",sanitycheck,False,True,supports,False,medium,6.6,"we built HDP models ... with various learners used in defect prediction literature such as Random Forest, BayesNet, SVM, J48 Decision Tree, Simple Logistic, and Logistic Model Trees (LMT) [1], [7], [8], [70], [71], [82].","[82] Ghotra, McIntosh, Hassan, Revisiting the impact of classification techniques on the performance of defect prediction models, ICSE 2015",
heterogeneous_defect_prediction,Cross-project defect prediction baselines (Zimmermann; Turhan),"Simplified metric set CPDP (He, Li, Liu, Chen, Ma)",sanitycheck,False,False,supports,False,medium,6.4,"this result confirms the previous studies that we can build prediction models better than or comparable to WPDP models with even a few key metrics [44], [50].","[44] P. He, B. Li, X. Liu, J. Chen, Y. Ma, An empirical study on software defect prediction with a simplified metric set, IST 59, pp. 170-190, 2015",
what_is_wrong_with_topic_modeling_and_ho,LDA topic modeling (Blei et al.),LDA-GA (Panichella et al.),steppingstone,False,True,refutes,False,high,5.8 RQ8,We ran LDA-GA with their same settings but on our datasets and report the delta of Rn of LDADE against Rn of LDA-GA.,"[4] A. Panichella, B. Dit, R. Oliveto, M. Di Penta, D. Poshyvanyk, A. De Lucia, How to effectively use topic models for SE tasks? ... ICSE 2013",
what_is_wrong_with_topic_modeling_and_ho,Random search baseline (Bergstra & Bengio; Arcuri & Briand),Random search (Bergstra & Bengio),steppingstone,False,True,refutes,False,low,5.8 RQ8,we performed the comparison of LDADE against random search procedure. We performed random search with 30 evaluations,"[31] J. Bergstra, Y. Bengio, Random search for hyper-parameter optimization, JMLR 13 (2012) 281-305",
what_is_wrong_with_topic_modeling_and_ho,Barua et al. Stackoverflow topics study,Barua et al. Stackoverflow topics study,replication,False,True,refutes,False,high,2.2,Barua et al. [7] analysed the topics and trends in Stackoverflow in which they reported the top 40 topics found at Stackoverflow. Table 3 shows our attempt to reproduce their results.,"[7] A. Barua, S. W. Thomas, A. E. Hassan, What are developers talking about? an analysis of topics and trends in stack overflow, ESE 19(3) 2014",
what_is_wrong_with_topic_modeling_and_ho,LDA topic modeling (Blei et al.),LDA (Blei et al.),software,False,True,refutes,False,high,Abstract / 4.3,standard LDA exhibits very large topic instability; (ii) LDADE's tunings dramatically reduce cluster instability,"[2] D. M. Blei, A. Y. Ng, M. I. Jordan, Latent dirichlet allocation, JMLR 3 (2003) 993-1022",
what_is_wrong_with_topic_modeling_and_ho,SVM,SVM on LDA document-topic features (Blei et al.),methodology,False,True,supports,False,high,5 / 5.3 RQ3,we trained a Linear Kernel SVM classifier using document topic distributions as features just like used by Blei et al [2].,"[2] D. M. Blei, A. Y. Ng, M. I. Jordan, Latent dirichlet allocation, JMLR 3 (2003) 993-1022",
what_is_wrong_with_topic_modeling_and_ho,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Differential Evolution (Storn & Price),methodology,False,True,supports,False,high,1 / 4.3,"LDADE: a combination of LDA and a search-based optimizer (differential evolution, or DE) [3]) that automatically tunes LDA's < k, alpha, beta > parameters.","[3] R. Storn, K. Price, Differential evolution-a simple and efficient heuristic for global optimization over continuous spaces, J. Global Optim. 11(4) 1997",
what_is_wrong_with_topic_modeling_and_ho,Differential evolution (Storn & Price),DE population-size rule np = 10x parameters (Storn & Price),numericfact,False,True,refutes,False,medium,5.6 RQ6,The DE literature recommends using a population size np that is ten times larger than the number of parameters being optimized [3]. ... there is not much of an improvement,"[3] R. Storn, K. Price, Differential evolution-a simple and efficient heuristic for global optimization over continuous spaces, J. Global Optim. 11(4) 1997",
what_is_wrong_with_topic_modeling_and_ho,Lukins et al. top-10-words reporting advice,Lukins et al. top-10-words reporting advice,methodology,False,False,refutes,False,high,5.1 RQ1 / 7 Conclusion,"Unlike the advise of Lukins et al. [76], LDA topics should not be reported as the top ten words. Due to order effects, such a report can be highly incorrect.","[76] S. K. Lukins, N. A. Kraft, L. H. Etzkorn, Bug localization using latent dirichlet allocation, IST 52(9) 2010 972-990",
what_is_wrong_with_topic_modeling_and_ho,Garousi & Mantyla k=67 recommendation,Garousi & Mantyla k=67 recommendation,numericfact,False,False,refutes,False,high,5.4 RQ4,"Garousi et al. [23] recommend using k = 67 topics yet in our data sets, best results were seen using k <= 24.","[23] V. Garousi, M. V. Mantyla, Citations, research topics and active countries in software engineering: A bibliometrics study, Computer Science Review 19 (2016)",
what_is_wrong_with_topic_modeling_and_ho,Gibbs-is-stabler claim (Layman et al.),Gibbs-is-stabler claim (Layman et al.),sanitycheck,True,True,refutes,False,medium,4.3 / 5.5 RQ5,"Topic modeling researchers in SE have argued that Gibbs leads to stabler models [71, 72] (a claim which we test, below).","[72] L. Layman, A. P. Nikora, J. Meek, T. Menzies, Topic modeling of nasa space system problem reports: research in practice, MSR 2016; [71] Layman personal comm.",
what_is_wrong_with_topic_modeling_and_ho,PITS NASA issue reports (Menzies & Marcus),PITS NASA issue reports (Menzies & Marcus),dataset,True,True,neutral,True,high,4.1,"PITS is a text mining data set generated from NASA software project and issue tracking system (PITS) reports [42, 43]. ... The dataset can be downloaded from the PROMISE repository [44].","[43] T. Menzies, A. Marcus, Automated severity assessment of software defect reports, ICSM 2008 346-355; [42] Menzies, Text mining PITS issue reports-final report",
what_is_wrong_with_topic_modeling_and_ho,PROMISE repository (NASA defect data),PROMISE repository,dataset,True,True,neutral,False,high,4.1,"The dataset can be downloaded from the PROMISE repository [44]. Note that, this data comes from six different NASA projects, which we label as PitsA, PitsB, etc.","[44] T. Menzies, R. Krishna, D. Pryor, The Promise Repository of Empirical Software Engineering Data, http://openscience.us/repo (2015)",http://openscience.us/repo
what_is_wrong_with_topic_modeling_and_ho,Stackoverflow data dump (2016),Stackoverflow data dump (2016),dataset,False,True,neutral,False,high,4.1,Stackoverflow is the flagship site of the Stack Exchange Network ... This data can be downloaded online2.,"footnote 2: http://tiny.cc/SOProcess (Stack Exchange dump, 7 GB)",http://tiny.cc/SOProcess
what_is_wrong_with_topic_modeling_and_ho,Citemap SE-conference corpus (Vasilescu et al.),Citemap SE-conference corpus (Vasilescu et al.),dataset,False,True,neutral,False,high,4.1,Most of this data was obtained in the form of an SQL dump from the work of Vasilescu et al. [47] and some are collected by Mathew et al [48].,"[47] B. Vasilescu, A. Serebrenik, T. Mens, A historical dataset of software engineering conferences, MSR 2013 373-376",https://github.com/ai-se/Pits_lda/blob/master/dataset/citemap.csv
what_is_wrong_with_topic_modeling_and_ho,Config-tuning and analytics data (Fu; Jamshidi; Guo; Ha; Weber; Krishna),Citemap additions (Mathew et al.),dataset,True,True,neutral,False,high,4.1,Most of this data was obtained in the form of an SQL dump from the work of Vasilescu et al. [47] and some are collected by Mathew et al [48].,"[48] G. Mathew, A. Agrawal, T. Menzies, Trends in topics at se conferences (1993-2013), ICSE Companion 2017 397-398",
what_is_wrong_with_topic_modeling_and_ho,Config-tuning and analytics data (Fu; Jamshidi; Guo; Ha; Weber; Krishna),StackExchange relevance-labelled datasets (Krishna et al.),dataset,True,True,neutral,False,high,5.3 RQ3,We studied some other StackExchange websites data dump for classification results which were generated by Krishna et al [77].,"[77] R. Krishna, Z. Yu, A. Agrawal, M. Dominguez, D. Wolf, The bigse project: lessons learned from validating industrial text mining, BIGDSE 2016 65-71",
what_is_wrong_with_topic_modeling_and_ho,scikit-learn,Scikit-learn,software,False,True,neutral,False,high,4.1 / 5,PITS and Citemap is small enough to process on a single (four core) desktop machine using Scikit-Learn [53] and Python,"[53] F. Pedregosa et al., Scikit-learn: Machine learning in python, JMLR 12 (2011) 2825-2830",
what_is_wrong_with_topic_modeling_and_ho,Spark MLlib,Spark MLlib,software,False,True,neutral,False,high,5,any results from the larger data (Stackoverflow) comes from a Scala implementation based on Mllib [75] running on a 45 node Spark system,"[75] X. Meng, J. Bradley, B. Yuvaz, et al., Mllib: Machine learning in apache spark, JMLR 17(34) (2016) 1-7",
